,Beers,Brewery,abv,Url
3083,Obolon Premium,Obolon Brewery,5.20,/beer/profile/601/1583/
3084,Sands Beer,Bahamian Brewery Beverage & Co. Ltd.,5.20,/beer/profile/22426/43464/
3085,1715,Lvivska Pivovarnya (BBH),4.70,/beer/profile/10430/23637/
3086,Lezajsk 1525 Legendary Premium Lager,Zakłady Piwowarskie w Leżajsku S.A.,5.50,/beer/profile/576/1542/
3087,Alhambra Especial,"Grupo Cervezas Alhambra, SL",5.00,/beer/profile/9262/32771/
3088,Ursus Premium,Ursus Breweries,5.00,/beer/profile/2689/6418/
3089,Laško Club,Pivovarna Laško,4.90,/beer/profile/453/26201/
3090,Primus,Brouwerij Haacht NV,5.00,/beer/profile/725/7682/
3091,Windhoek Lager,Namibia Breweries Limited,4.00,/beer/profile/1722/5494/
3092,St. George Beer,St. George Brewery,4.50,/beer/profile/2822/43277/
3093,Feldschlossen Original Lager,Feldschlösschen Beverages Group,4.80,/beer/profile/555/15967/
3094,Zagorka Special,Zagorka Brewery / Pivovaren Zavod Zagorka,5.00,/beer/profile/933/3039/
3095,Kaiser,Brau Union Österreich,5.00,/beer/profile/319/9034/
3096,Castello Birra Italiana / Friulana Blonda,Castello Di Udine S.p.A.,5.00,/beer/profile/318/11225/
3097,Dreher Classic,Dreher Brewery,5.20,/beer/profile/503/1433/
3098,Captain's Log Lager,Cameron's Brewing Co.,5.00,/beer/profile/3912/9508/
3099,Timisoreana Original,Ursus Breweries,5.00,/beer/profile/2689/40023/
3100,Boris (Le Flacon D'Alsace),Brasserie Licorne,5.50,/beer/profile/3218/15460/
3101,Nektar Beer (Pivo) Original,Banjalučka Pivara,5.00,/beer/profile/16331/43104/
3102,Caybrew,Cayman Islands Brewery Ltd.,5.00,/beer/profile/16049/37138/
3103,Amstel Bright,Amstel Brouwerij B. V.,5.00,/beer/profile/163/3386/
3104,Clasica,Mahou S.A.,4.80,/beer/profile/920/9558/
3105,Zhiguljovskoje,Baltika Breweries,4.00,/beer/profile/401/31518/
3106,Lhasa Beer,Tibet Lhasa Brewery Co.,4.60,/beer/profile/12584/52168/
3107,Sapporo Premium Lager (EU Brew),Sapporo Breweries Ltd.,4.70,/beer/profile/284/38910/
3108,Carlsberg Export,Carlsberg Danmark A/S,5.00,/beer/profile/721/18233/
3109,Zubr Bison,Pivovar Prerov,5.80,/beer/profile/3774/23486/
3110,Phuket Island Lager,"Thai Amarit Brewery Co., Ltd.",5.00,/beer/profile/800/32967/
3111,Aris Greek Lager,Mythos Breweries S.A.,5.00,/beer/profile/1084/6074/
3112,Obolon Magnat,Obolon Brewery,5.30,/beer/profile/601/14664/
3113,Lion Pale Double Bock,Měšťanský pivovar Havlíčkův Brod,5.10,/beer/profile/168/17767/
3114,Lomza Pelne (Premium Beer),Browar Łomża Sp. z o.o.,6.20,/beer/profile/580/17334/
3115,Baltika #2 Svetloye,Baltika Breweries,4.70,/beer/profile/401/25628/
3116,Kalnapilis Original,Alaus Darykla Kalnapilis,5.00,/beer/profile/1273/27189/
3117,Zelta,Aldaris,5.20,/beer/profile/1382/6156/
3118,Kelowna Pilsner,Tree Brewing,4.80,/beer/profile/2594/37461/
3119,Utenos Beer,Utenos Alus,5.20,/beer/profile/887/2808/
3120,Forst Premium,Brauerei Forst AG,4.80,/beer/profile/1388/7013/
3121,London Lager (Liquid London),Meantime Brewing Company Limited,4.50,/beer/profile/5062/70597/
3122,Coolship Lager,OEC Brewing (Ordinem Ecentrici Coctores),5.20,/beer/profile/34667/410202/
3123,Harnas,Browar Okocim S.A. (Carlsberg),6.20,/beer/profile/568/20891/
3124,Tennent's Original Export Lager,Tennent Caledonian Breweries,5.00,/beer/profile/53/79002/
3125,Snow Beer,China Resources Breweries Limited,4.30,/beer/profile/15437/34793/
3126,Łomża Wyborowe,Browar Łomża Sp. z o.o.,6.00,/beer/profile/580/4881/
3127,Carlsberg Lager (UK),Carlsberg-Tetley Brewing Ltd,3.80,/beer/profile/8535/64973/
3128,A.K. Damm,Damm S. A.,4.80,/beer/profile/4949/27843/
3129,OB Golden Lager,"Oriental Brewery Co., Ltd",4.50,/beer/profile/874/71144/
3130,Slavutych Pivo (Slavutich Premium),Slavutych Brewery,5.00,/beer/profile/709/2917/
3131,3 Horses Holland Lager Beer,Oranjeboom Bierbrouwerij B. V.,5.00,/beer/profile/548/15532/
3132,Zipfer Sparkling,Brauerei Zipf (Brau Union),5.40,/beer/profile/3799/8325/
3133,Hillas,Macedonian Thrace Brewery SA,5.00,/beer/profile/908/23535/
3134,Frontier,Fuller's,4.50,/beer/profile/71/105928/
3135,Sarajevkso Pivo,Sarajevska Pivara,5.00,/beer/profile/3453/22506/
3136,Okocim (Zagloba) Premium Beer,Browar Okocim S.A. (Carlsberg),5.90,/beer/profile/568/1521/
3137,Kotayk Lager Beer,Pivzavod Abovian,5.20,/beer/profile/928/4454/
3138,Chill Caribbean Beer,Brouwerij Nacional Balashi,5.00,/beer/profile/1254/68372/
3139,Birra Moretti Baffo D'Oro,Birra Moretti (Heineken),4.80,/beer/profile/10161/61596/
3140,Tuborg Premium Biere De Luxe Gold,Turk Tuborg Brewing and Malting,5.50,/beer/profile/9033/48799/
3141,Union,Pivovarna Union,4.90,/beer/profile/475/27863/
3142,Soproni,Brau Union Hungária Sörgyárak / Soprony Brewery,4.50,/beer/profile/12227/31284/
3143,Ichnusa,Heineken Italia SpA,4.70,/beer/profile/9663/18552/
3144,Peroni Nastro Azzurro,Ursus Breweries,5.10,/beer/profile/2689/104672/
3145,Berthold Keller Premium Lager,Brouwerij Martens NV,5.00,/beer/profile/3517/53551/
3146,Holland Lager 1839,Swinkels Family Brewers,5.00,/beer/profile/498/69578/
3147,Vergina,Macedonian Thrace Brewery SA,5.00,/beer/profile/908/2889/
3148,Víking Lager,Viking Brewery - Vifilfell Ltd.,4.60,/beer/profile/4748/30578/
3149,Appenzeller Holzfass Bier,Brauerei Locher AG,5.20,/beer/profile/5687/18812/
3150,Biere Au Nougat,Brasserie Bourganel,5.00,/beer/profile/9446/38914/
3151,Bohemia Regent Premium Pale Lager,Pivovar Regent Třeboň,5.00,/beer/profile/7366/14350/
3152,Bomonti,Anadolu Efes Brewery,4.80,/beer/profile/569/60359/
3153,Damm Barcelona,Damm S. A.,5.40,/beer/profile/4949/26364/
3154,Lapin Kulta Premium Lager,Hartwall Helsinki Panimo,5.00,/beer/profile/4102/52599/
3155,U Blond Pilsner,Unibroue,4.90,/beer/profile/22/1693/
3156,Zubr,Browar Dojlidy S.A.,6.00,/beer/profile/960/5050/
3157,Noble Pilsner,Stanley Park Brewery,5.10,/beer/profile/35960/77808/
3158,Tom Crean's Premium Irish Lager,Dingle Brewing Company,4.30,/beer/profile/27244/75315/
3159,Kamenitza,Kamenitza AD,4.50,/beer/profile/2181/5619/
3160,Chang Classic,Cosmos Brewery (Thai Beverage Plc.),5.00,/beer/profile/493/246189/
3161,LAV,Carlsberg Srbija D.O.O. Pivara,5.00,/beer/profile/18046/44999/
3162,Harboe Bjørnebryg (Bear Beer),Harboes Bryggeri A/S,4.90,/beer/profile/1463/3825/
3163,Local Logger,Everybody's Brewing,4.80,/beer/profile/20679/63800/
3164,Bluetongue Premium Lager,Bluetongue Brewery Pty Ltd,4.90,/beer/profile/10029/19368/
3165,Solstice Lager,Stella Artois,4.50,/beer/profile/169/487648/
3166,Puntigamer,Brauerei Puntigam (Brau Union),5.10,/beer/profile/4478/29818/
3167,Stella,Al Ahram Beverages Company,4.50,/beer/profile/2430/27586/
3168,Perla Miodowa (Honey),Perla Browary Lubelskie S.A.,6.00,/beer/profile/1781/99580/
3169,Stawski Premium Lager,Stanley Stawski Distributing,5.30,/beer/profile/25680/54020/
3170,Kasztelan Unpasteurized (Niepasteryzowane),Kasztelan Browar Sierpc S.A. (Carlsberg),5.70,/beer/profile/5507/76130/
3171,Athenian,Athenian Brewery, ? ,/beer/profile/1292/3482/
3172,Diekirch Premium,Brasserie de Luxembourg Mousel -Diekirch SA,4.80,/beer/profile/2697/9677/
3173,Zlatopramen 11°,Pivovar Zlatopramen,4.90,/beer/profile/2425/25558/
3174,Salzburger Lager,Stieglbrauerei zu Salzburg GmbH,5.00,/beer/profile/817/166902/
3175,White Tip Lager,Cayman Islands Brewery Ltd.,5.19,/beer/profile/16049/71427/
3176,Fischer LaBelle,Brasserie Fischer / Fischer Biere d' Alsace,4.50,/beer/profile/197/2432/
3177,Zipfer Original,Brauerei Zipf (Brau Union),5.40,/beer/profile/3799/30353/
3178,Zhiguli Barnoe,Moskovskaya Pivovarennaya Kompaniya,5.00,/beer/profile/23305/62144/
3179,Pachanga,Sun King Brewing Company,4.20,/beer/profile/20672/278455/
3180,Hollande 1620,World Brews, ? ,/beer/profile/21092/6335/
3181,Monteith's Golden Lager,Monteith's Brewing Co.,5.00,/beer/profile/627/5092/
3182,Arany Ászok,Dreher Brewery,4.70,/beer/profile/503/19176/
3183,Herold Bohemian Wheat Lager,Pivovar Herold Březnice A.s.,5.10,/beer/profile/734/7012/
3184,Hite Pale Lager,Hite Brewery Company LTD,4.30,/beer/profile/1472/182436/
3185,Karhu III,Oy Sinebrychoff Ab,4.60,/beer/profile/264/18869/
3186,Premium,A. Le Coq,4.70,/beer/profile/1349/3669/
3187,Curious Brew,Hepworth & Co. (Brewers) Ltd.,4.70,/beer/profile/8560/27268/
3188,Gradisca,Amarcord Birra Artigianale Italiana,5.20,/beer/profile/7734/44944/
3189,Skol Beer,Turk Tuborg Brewing and Malting,4.80,/beer/profile/9033/34716/
3190,Korça Bjonde,Birra Korça,4.10,/beer/profile/17225/44863/
3191,Volkan Santorini Blonde,Volkan,5.00,/beer/profile/35359/125594/
3192,E B Natural Premium Quality Beer,Elbrewery Co. Ltd. Sp. z o.o.,5.40,/beer/profile/672/7924/
3193,Imperium Premium Belgium Lager,Brouwerij Martens NV,5.00,/beer/profile/3517/153366/
3194,Maccabee Lager Beer,Tempo Beer Industries LTD,5.00,/beer/profile/204/57902/
3195,Erebuni,Pivzavod Abovian,6.40,/beer/profile/928/8768/
3196,Åbro Bryggmästarens Premium Guld,Åbro Bryggeri,5.70,/beer/profile/3825/40940/
3197,Poretti Originale Chiara 4 Luppoli,Carlsberg Italia S.p.A.,5.50,/beer/profile/11068/75855/
3198,Wieselburger Stammbräu,Brauerei Wieselburg (Brau Union),5.20,/beer/profile/4457/16010/
3199,961 Lager,961 Beer,5.00,/beer/profile/16578/40344/
3200,AC/DC,Brasserie Licorne,5.00,/beer/profile/3218/93886/
3201,Cooler,Baltika Breweries,4.70,/beer/profile/401/30754/
3202,Falcon Export,Carlsberg Sverige AB,5.20,/beer/profile/10897/22063/
3203,Taddy Lager,Samuel Smith Old Brewery (Tadcaster),3.70,/beer/profile/113/70095/
3204,Adnams Jack Brand Dry Hopped Lager,"Adnams plc, Sole Bay Brewery",4.20,/beer/profile/779/140771/
3205,Bavaria,Cervejaria Kaiser,4.50,/beer/profile/2480/9213/
3206,Becks's Vier,Brauerei Beck & Co.,4.00,/beer/profile/32/33081/
3207,Pan Lager,Carlsberg Croatia,5.20,/beer/profile/16983/42821/
3208,Amsterdam Mariner,Grolsch Bierbrouwerij N.V.,4.80,/beer/profile/506/7788/
3209,Organic Real Lager,Laverstoke Park Farm,4.50,/beer/profile/18067/55200/
3210,Moselle,Allagash Brewing Company,6.00,/beer/profile/4/409304/
3211,Pearl River Lager Beer,Guangzhou Zhujiang Brewery Co. Ltd.,5.30,/beer/profile/12623/34807/
3212,Lezajsk Beer,Zywiec Breweries PLC (Heineken),5.50,/beer/profile/623/133739/
3213,Messina Lager,Heineken Italia SpA,4.70,/beer/profile/9663/19344/
3214,Kopernik,Browar Amber,5.60,/beer/profile/5502/40981/
3215,IKEA Öl Ljus Lager,Krönleins Bryggeri AB,4.70,/beer/profile/4089/87070/
3216,Bergenbier,Bergenbier SA,5.00,/beer/profile/1704/40018/
3217,Karpackie Premium,Browar Van Pur S.A. (Brau Union Polska),5.00,/beer/profile/3778/58501/
3218,Landbier,Schilling Beer Co.,4.20,/beer/profile/32906/405671/
3219,National Premium,National Brewing Company,5.00,/beer/profile/29416/85485/
3220,Hanoi Beer Premium,Habeco (Hanoi Alcohol Beer and Beverage Company),5.10,/beer/profile/16159/44273/
3221,Birra Tirana,Birra Tirana,4.00,/beer/profile/2907/7670/
3222,Zamkowe,Browar Namysłów Sp. z o.o.,7.00,/beer/profile/2438/9516/
3223,Swinckels' Superieur Pilsner,Swinkels Family Brewers,5.30,/beer/profile/498/54843/
3224,Birra Dreher,Heineken Italia SpA,4.70,/beer/profile/9663/17772/
3225,Brok Export,Brok Brewery,5.00,/beer/profile/3801/45455/
3226,Bomonti Filtresiz,Anadolu Efes Brewery,4.80,/beer/profile/569/125089/
3227,Poretti 3 Luppoli,Carlsberg Italia S.p.A.,4.80,/beer/profile/11068/95936/
3228,Imper Ale Bionda,Birra Tenute Collesi SRL,6.00,/beer/profile/22336/57795/
3229,Obolon Svitle,Obolon Brewery,5.00,/beer/profile/601/62730/
3230,Organic Blonde,Black Isle Brewery Co Ltd,4.50,/beer/profile/3393/18730/
3231,Tuborg Pure Gold,Tuborgs Bryggerier A/S,5.50,/beer/profile/1435/70485/
3232,Sun And Steel,Robinsons Family Brewers,4.80,/beer/profile/23394/412768/
3233,Okocim Jasne Pelne,Browar Okocim S.A. (Carlsberg),5.80,/beer/profile/568/14014/
3234,Kirin Heartland,"Kirin Brewery Company, Limited",5.50,/beer/profile/292/6379/
3235,Ciucaș,Ursus Breweries,4.60,/beer/profile/2689/72717/
3236,Amstel,Athenian Brewery,4.10,/beer/profile/1292/103914/
3237,Eriksberg,Carlsberg Sverige AB,5.30,/beer/profile/10897/22061/
3238,Baltika Razlivnoe Premium,Baltika Breweries,5.30,/beer/profile/401/69750/
3239,Austral Lager,Cervecería Austral S.A.,4.60,/beer/profile/5345/50056/
3240,Hops On Pointe,Garage Project,6.70,/beer/profile/28568/94881/
3241,Korev,St. Austell Brewery,4.80,/beer/profile/6984/76762/
3242,Ochakovo Lager,Ochakovo,4.50,/beer/profile/440/16359/
3243,Cristal,Cervecera CCU Chile Ltda, ? ,/beer/profile/3943/27883/
3244,Gouden Haven,Swinkels Family Brewers,4.80,/beer/profile/498/33013/
3245,Idyll Days Pilsner,Brewery Ommegang,5.00,/beer/profile/42/468732/
3246,Scottish Lager,Belhaven Brewery Company Ltd.,4.10,/beer/profile/148/30208/
3247,Holba Premium,Pivovar Holba,5.00,/beer/profile/12586/27007/
3248,Luksus,Aldaris,5.20,/beer/profile/1382/31134/
3249,Cains Finest Export Lager,Robert Cain & Company Limited,5.00,/beer/profile/2930/67516/
3250,Hersbrucker,The Porterhouse Brewing Company,5.00,/beer/profile/2243/40432/
3251,Pripps Blå Export,Carlsberg Sverige AB,5.20,/beer/profile/10897/22070/
3252,Zambezi,Delta Beverages,4.70,/beer/profile/189/604/
3253,Carlsberg Sort Guld,Carlsberg Danmark A/S,5.80,/beer/profile/721/5485/
3254,Meteor Lager,Brasserie Meteor,4.50,/beer/profile/2382/44691/
3255,Lech Premium,Kompania Piwowarska,4.90,/beer/profile/1917/8102/
3256,Landsort Lager,Nynäshamns Ångbryggeri,5.60,/beer/profile/3476/9146/
3257,Schwechater Bier,Brauerei Schwechat (Brau Union),5.00,/beer/profile/5159/30176/
3258,Bakalar Lager,Pivovar Rakovnik,5.00,/beer/profile/16590/58858/
3259,Stella Artois 5.2%,Stella Artois,5.20,/beer/profile/169/109944/
3260,Amstel Pulse,Amstel Brouwerij B. V.,4.70,/beer/profile/163/77457/
3261,Feldschlösschen Hopfenperle,Feldschlösschen Beverages Group,5.20,/beer/profile/555/1438/
3262,Cerveza Dorada Draft,"Cervecería Centro Americana, S.A.",4.40,/beer/profile/888/18881/
3263,L'alsacienne Sans Culotte,Brasserie Le Gambrinus,6.50,/beer/profile/4837/10694/
3264,Perla Export,Perla Browary Lubelskie S.A.,5.60,/beer/profile/1781/89838/
3265,U Miel Pilsner,Unibroue,5.00,/beer/profile/22/31568/
3266,Cardinal Lager,Feldschlösschen Beverages Group,4.80,/beer/profile/555/15968/
3267,Tuborg Julebryg,Tuborgs Bryggerier A/S,5.60,/beer/profile/1435/9100/
3268,Dutch Windmill,Swinkels Family Brewers,4.60,/beer/profile/498/11173/
3269,Kingway Lager,Shenzhen Kingway Brewery,4.50,/beer/profile/12611/57523/
3270,Gold Star Lager,Tempo Beer Industries LTD,4.90,/beer/profile/204/79035/
3271,Blonde,Asbury Park Brewery,4.90,/beer/profile/46973/247998/
3272,Pardál,"Budějovický Budvar, n.p.",3.80,/beer/profile/304/45509/
3273,Shumensko Premium,Shumensko Pivo (Carlsberg),4.60,/beer/profile/2544/43228/
3274,Grafenwalder Pils,Oderland Brauerei GmbH,4.90,/beer/profile/6678/73735/
3275,Skol Lager,Carlsberg-Tetley Brewing Ltd,2.80,/beer/profile/8535/69398/
3276,Zlaten Dab,Prilepska Pivarnica,4.50,/beer/profile/15917/36125/
3277,Lösch-Zwerg Würzig,Brauerei Josef Schimpfle,5.20,/beer/profile/5851/23354/
3278,Menabrea Birra Leggera Bionda,Birra Menabrea SpA,3.50,/beer/profile/1935/72511/
3279,Battin Gambrinus,Brasserie Battin,5.20,/beer/profile/3526/9037/
3280,Colorado Cauim,Cervejaria Colorado,4.50,/beer/profile/10729/62299/
3281,Burgkopf Pils,Brouwerij Martens NV,5.00,/beer/profile/3517/101244/
3282,Saint-Omer,Brasserie de Saint-Omer,5.00,/beer/profile/9775/18307/
3283,Krušovice Lezák 12%,Královský Pivovar Krušovice a.s.,5.00,/beer/profile/1489/19352/
3284,Podkovan Lager,Pivovar Podkováň,4.70,/beer/profile/11206/27601/
3285,Schlägl Urquell,Stiftsbrauerei Schlägl,5.20,/beer/profile/4114/55824/
3286,Zajecarsko,Pivara Zajecar D. D.,4.50,/beer/profile/14653/98839/
3287,Lapin Kulta IV A,Lapin Kulta,5.20,/beer/profile/4374/24604/
3288,Van Pur Premium,Browar Van Pur S.A. (Brau Union Polska),5.00,/beer/profile/3778/10021/
3289,Klassïek,Swinkels Family Brewers,5.00,/beer/profile/498/21801/
3290,DB Export Gold,DB Breweries,4.00,/beer/profile/2064/8256/
3291,Tennent's 1885 Lager,Tennent Caledonian Breweries,5.00,/beer/profile/53/164690/
3292,Volfas Engelman Rinktinis,Volfas Engelman,5.20,/beer/profile/20914/52126/
3293,Birra Moretti Alla Toscana,Birra Moretti (Heineken),5.50,/beer/profile/10161/173985/
3294,Blonde Lager,Kutztown Tavern,4.10,/beer/profile/1644/4804/
3295,Chișinău Blondă,Efes-Vitanta-Moldova Brewery S.A.,4.50,/beer/profile/8464/31945/
3296,Escudo,Cervecera CCU Chile Ltda,5.50,/beer/profile/3943/27885/
3297,Zubr,Kompania Piwowarska,6.00,/beer/profile/1917/130583/
3298,Bearface Lager,Drygate Brewery,4.40,/beer/profile/35583/127556/
3299,Strubbe Pils,Brouwerij Strubbe,5.00,/beer/profile/2299/11873/
3300,Elephant Beer,Carlsberg Danmark A/S,7.20,/beer/profile/721/1996/
3301,Baltika #9 Extra (Strong),Baltika Breweries,8.00,/beer/profile/401/1967/
3302,Warka Premium (Strong),Browary Warka Sp. z o.o.,6.50,/beer/profile/2656/24179/
3303,Lion Imperial Premium Malt Pilsner,Ceylon / Lion Brewery Limited,8.80,/beer/profile/389/50399/
3304,Reserva 1925,"Grupo Cervezas Alhambra, SL",6.40,/beer/profile/9262/16764/
3305,Red Horse Beer,San Miguel Brewery Inc.,8.00,/beer/profile/355/77013/
3306,Hevelius Kaper,Elbrewery Co. Ltd. Sp. z o.o.,8.70,/beer/profile/672/1853/
3307,Bavaria 8.6 Original,Swinkels Family Brewers,7.90,/beer/profile/498/1423/
3308,Lobster Lovers Beer,Rinkuškiai,9.50,/beer/profile/12224/40176/
3309,Okocim Mocne,Browar Okocim S.A. (Carlsberg),7.50,/beer/profile/568/1554/
3310,Faxe Extra Strong,Royal Unibrew A/S,10.00,/beer/profile/783/2462/
3311,Christoffel Nobel,Bierbrouwerij Sint Christoffel B.V,8.70,/beer/profile/553/46952/
3312,Before-After Premium Lager (12% ABV),Rinkuškiai,12.00,/beer/profile/12224/59125/
3313,Bière Du Démon,Les Brasseurs de Gayant,12.00,/beer/profile/813/2525/
3314,Ceres Strong Ale Export,Ceres Brewery (Royal Unibrew),7.70,/beer/profile/269/4605/
3315,Tennent's Super Strong Lager,Tennent Caledonian Breweries,9.00,/beer/profile/53/1892/
3316,Grolsch Krachtig Kanon,Grolsch Bierbrouwerij N.V.,11.60,/beer/profile/506/1428/
3317,Shiner Morello Dark Cherry,Spoetzl Brewery,7.00,/beer/profile/143/379361/
3318,Kalnapilis 7.30,Alaus Darykla Kalnapilis,7.30,/beer/profile/1273/16755/
3319,Crest Super Premium Lager,Crest Brewing Company,10.00,/beer/profile/975/7141/
3320,Grand 9.5 Beer,Gubernija Brewery,9.50,/beer/profile/886/35603/
3321,Boss Beer,BOSS Browar Witnica S.A.,8.10,/beer/profile/5504/30761/
3322,Žaibo,Rinkuškiai,9.50,/beer/profile/12224/25884/
3323,1906 Red Vintage,"Hijos De Rivera, S.A.",8.00,/beer/profile/2100/119164/
3324,Efes Extra,Anadolu Efes Brewery,7.50,/beer/profile/569/14169/
3325,Tatra Mocne,Zywiec Breweries PLC (Heineken),7.80,/beer/profile/623/21793/
3326,Gordon Finest Gold,John Martin's (John Martin SA),10.00,/beer/profile/9534/26305/
3327,Special Brew,Carlsberg Danmark A/S,9.00,/beer/profile/721/4350/
3328,Debowe Mocne,Tyskie Browary Książęce (SABMiller),7.00,/beer/profile/1941/24254/
3329,Lomza Mocne,Browar Łomża Sp. z o.o.,7.80,/beer/profile/580/4794/
3330,Arsenalnoye Krepkoye (Strong),Baltika Breweries,7.00,/beer/profile/401/10841/
3331,"Amsterdam Navigator 8,4",Grolsch Bierbrouwerij N.V.,8.40,/beer/profile/506/43461/
3332,Cruzcampo Gran Reserva,Grupo Cruzcampo SA,6.40,/beer/profile/4173/62387/
3333,San Miguel Selecta,San Miguel Fabricas De Cervaza Y Maltas S.A.,6.20,/beer/profile/12633/62885/
3334,X-Beer 33,Minipivovar U Medvídků,12.60,/beer/profile/12215/36412/
3335,"Zhiguly Grande 9,5",Rinkuškiai,9.40,/beer/profile/12224/41613/
3336,Amstel Gold,Amstel Brouwerij B. V.,7.00,/beer/profile/163/1415/
3337,XO Beer,Brasserie des Gabariers (L&L Cognac SA),8.00,/beer/profile/4847/10679/
3338,Aiko,Rinkuškiai,9.50,/beer/profile/12224/32780/
3339,Moritz Epidor,"Cervezas Moritz, S.A.",7.20,/beer/profile/17006/67879/
3340,Boris Bold,Brasserie Licorne,8.60,/beer/profile/3218/24197/
3341,Slavutich Mitzne,Slavutych Brewery,7.20,/beer/profile/709/2091/
3342,Budvar Super Strong,"Budějovický Budvar, n.p.",7.60,/beer/profile/304/11342/
3343,Yarpivo Strong (Krepkoye),Baltika Breweries,7.20,/beer/profile/401/8319/
3344,Faxe Royal Strong,Royal Unibrew A/S,8.60,/beer/profile/783/15615/
3345,Karpackie Super,Browar Van Pur S.A. (Brau Union Polska),9.00,/beer/profile/3778/54760/
3346,Primátor 21% Rytírský (Knight's Lager),Pivovar Náchod a.s.,9.00,/beer/profile/707/23249/
3347,Gulpener Gladiator Robuust Bier,Gulpener Bierbrouwerij B.V.,10.00,/beer/profile/507/5724/
3348,Grička Vještica,Pivovara Medvedgrad,7.50,/beer/profile/18223/114142/
3349,Ambar Export,La Zaragozana S.A.,7.40,/beer/profile/917/50807/
3350,Okocim Mocne Premium Malt Liquor,Browar Okocim S.A. (Carlsberg),7.00,/beer/profile/568/62342/
3351,Rycerskie,Browar Namysłów Sp. z o.o.,7.00,/beer/profile/2438/6872/
